recipe_name,ingredients,Cuisine,URL,image-url
Peerkangai Thogayal Recipe (Ridge Gourd Peel Chutney),2 cups ridge gourd skin (turai/ peerkangai) 3 dry red chillies 5 methi seeds (fenugreek seeds) salt - to taste 10 curry leaves 1/4 teaspoon mustard seeds 30 grams tamarind 2 dry red chillies 1 teaspoon sunflower oil 3-4 curry leaves 2 teaspoons white urad dal (split),South Indian Recipes,https://www.archanaskitchen.com/peerkangai-thogayal-recipe-ridge-gourd-peel-chutney,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Chutneys/Ridge_Gourd_Peel_Chutney_Thogayal_Peerkangai_Recipe-1.jpg
Kali Mirch Aloo Bhindi Sabzi - Aloo Bhindi Pepper Fry Recipe,1/2 teaspoon turmeric powder (haldi) 2 teaspoons cumin seeds (jeera) 2 cups bhindi (lady finger/okra) - cut into 1/2 an inch salt - to taste 1 teaspoon cumin seeds (jeera) 3 potatoes (aloo) - boiled 2 teaspoons whole black peppercorns 1 onion - finely chopped 2 tablespoons sunflower oil,North Indian Recipes,https://www.archanaskitchen.com/kalimirch-aloo-bhindi-recipe-potato-lady-finger-flavoured-with-pepper,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/nithya.anantham/Aloo_Bhindi_Pepper_Fry_Recipe.jpg
Chicken Sweet Potato & Dill Curry Recipe,2 teaspoon coriander (dhania) seeds 1 inch ginger - chopped salt - to taste 1 inch cinnamon stick (dalchini) 1 teaspoon cumin seeds (jeera) 1 sweet potato - skin peeled and chopped small 200 grams chicken - cut into small pieces 1 onion - chopped 1 bay leaf (tej patta) 4 cloves garlic - chopped sunflower oil 1 cup dill leaves,North Indian Recipes,https://www.archanaskitchen.com/chicken-and-sweet-potato-dill-curry-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl-archanaskitchen.com/Chicken_and_Sweet_Potato_Dill_Curry_Recipe.jpg
Ellu Kuzhambu Recipe- Sesame Seeds Kuzhambu,2 potatoes (aloo) - cut into cubes 1/2 teaspoon mustard seeds 1 tablespoon black sesame seeds 1 teaspoon cumin seeds (jeera) 1/2 teaspoon black pepper powder 1 tablespoon sesame seeds (til seeds) salt - as per required 1 teaspoon chana dal (bengal gram dal) 25 grams tamarind 2 tomatoes - finely chopped 1/4 teaspoon turmeric powder (haldi) 1/2 teaspoon methi seeds (fenugreek seeds) 2 teaspoons red chilli powder 2 teaspoons white urad dal (split) 1/2 teaspoon cumin seeds (jeera) 1 tablespoon sesame (gingelly) oil 1 cup pearl onions (sambar onions) - chopped,South Indian Recipes,https://www.archanaskitchen.com/ellu-kuzhambu-sesame-seeds-kuzhambu-recipe,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/12-jan/Ellu_Kuzhambu_Sesame_Seeds_Kuzhambu_Recipe-2.jpg
Dill Cucumber Raita Recipe,1 teaspoon black pepper powder 1/4 cup mint leaves (pudina) - finely chopped 1/2 cup dill leaves - finely chopped 1 teaspoon cumin powder (jeera) salt - to taste 1 teaspoon chaat masala powder 1-1/2 cup curd (dahi / yogurt) 1 cucumber - grated,Indian,https://www.archanaskitchen.com/dill-cucumber-raita-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Pooja_Thakur/Dill_and_Cucumber_Raita_Recipe-9_1600.jpg
Pachai Mor Kuzhambu Recipe,2-1/2 cups curd (dahi / yogurt) 1 dry red chilli salt - to taste 1/3 teaspoon mustard seeds 1 teaspoon cumin seeds (jeera) 3/4 cup bhindi (lady finger/okra) - chopped to an inch water - as needed coriander (dhania) leaves - small bunch asafoetida (hing) - a pinch 1 teaspoon coriander (dhania) seeds 1/2 teaspoon methi seeds (fenugreek seeds) 1 sprig curry leaves 1 teaspoon sunflower oil 1 teaspoon black urad dal (whole) 1 teaspoon black pepper powder,South Indian Recipes,https://www.archanaskitchen.com/pachai-mor-kuzhambu-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/neerusrikanth/Pachai_Mor_Kulambu.jpg
Beetroot Chutney Recipe,2 green chillies 1 beetroot - grated salt - to taste 1/2 cup water 1/2 tablespoon mustard seeds 1 tablespoon white urad dal (split) 1/2 tablespoon sesame (gingelly) oil 1 tablespoon chana dal (bengal gram dal) 1/3 cup fresh coconut - grated 1 sprig curry leaves 1 tablespoon sesame (gingelly) oil 1 pinch asafoetida (hing),South Indian Recipes,https://www.archanaskitchen.com/beetroot-chutney-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Pooja_Thakur/Beetroot_chutney.jpg
Curd Rice With Carrots Recipe,3/4 tablespoon raw peanuts (moongphali) - roasted 1/2 teaspoon mustard seeds 2 green chillies - finely chopped (adjust according to your taste) 1/4 cup milk - (optional) 1/2 teaspoon ginger - grated coriander (dhania) leaves - few sprigs 1 dry red chilli - slit salt - as needed 1/2 teaspoon cumin seeds (jeera) 1/2 teaspoon black urad dal (split) 1 teaspoon chana dal (bengal gram dal) 4 cashew nuts - broken and roasted 1 carrot (gajjar) - peeled and grated asafoetida (hing) - a pinch 1 cup hung curd (greek yogurt) sunflower oil - as needed 1/2 cup rice - (raw rice preferred) 1 sprig curry leaves,Indian,https://www.archanaskitchen.com/curd-rice-with-carrots-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/GAGANDEEP_KAUR/CURD_RICE.jpg
Fusion Style Paneer Malai Makhani Recipe,200 grams paneer (homemade cottage cheese) - cubed 1 tablespoon coriander powder (dhania) 1 onion - finely sliced curry leaves - a few 1 teaspoon ginger garlic paste whole black peppercorns - a few 1/3 teaspoon turmeric powder (haldi) 1 teaspoon cumin seeds (jeera) 2 tomatoes - cut in wedges 1 kokum (malabar tamarind) - soaked in 2 tablespoon water 200 ml coconut milk 1/4 cup water 2 teaspoon coconut oil 1 teaspoon methi seeds (fenugreek seeds) coriander (dhania) leaves - a few sprigs for garnishing 1 teaspoon black pepper powder 1 teaspoon red chilli powder - (dajust to taste),Indian,https://www.archanaskitchen.com/fusion-style-paneer-malai-makhani-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/gayatrii.singh-gmail.com/paneer-malai-makhani-recipe1.jpg
Dried Kala Chana Masala Recipe - Ashtami Prasad,1 cup kala chana (brown chickpeas) - soaked overnight 1 teaspoon cumin powder (jeera) salt - to taste 1 teaspoon red chilli powder 1 tablespoon ghee 1/2 teaspoon cumin seeds (jeera) 1 teaspoon amchur (dry mango powder) 1 teaspoon chaat masala powder,North Indian Recipes,https://www.archanaskitchen.com/sukha-kala-chana-masala-recipe-ashtami-prasad,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/Articles/Sukha_Kala_Chana_Recipe_No_Onion_No_Garlic_Recipe-1_1600.jpg
Achari Paratha Roll Recipe,1 tablespoon achari masala 2 cup whole wheat flour 1/2 teaspoon turmeric powder (haldi) 3 potatoes (aloo) - boiled and diced in cubes salt - to taste 1 teaspoon mustard seeds 1/2 teaspoon garam masala powder 1 cup kaddu (parangikai/ pumpkin) - chopped 1/4 teaspoon asafoetida (hing) 1/2 cup green peas (matar) 1/2 teaspoon red chilli powder,Indian,https://www.archanaskitchen.com/achari-paratha-roll-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Preeti_Tamilarasan/Achari_Paratha_Roll.jpg
So th injian badge repe onion badge ｜ la w badge badge ｜ potato badge,1/2 teaspoon cumin powder (jeera) sunflower oil - for deep frying salt - to taste 1 teaspoon red chilli powder 1 cup gram flour (besan) 1 potato (aloo) - sliced into 1/4 inch pieces 1 teaspoon turmeric powder (haldi) 1 onion - sliced into 1/4 inch pieces 1 raw banana - sliced into 1/4 inch pieces 1/2 teaspoon fennel seeds (saunf) - crushed,South Indian Recipes,https://www.archanaskitchen.com/vegetable-bajji-recipe-pakora-fritters,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2020/south_indian_pakora_pakoda_bhajji_Recipe_1600.jpg
Carrot Tadka Raita Recipe- Crunchy Grated Carrot In Yogurt,1/2 teaspoon cumin powder (jeera) 2 carrots (gajjar) - grated 1 green chilli - finely chopped 2 cups curd (dahi / yogurt) salt - to taste 1/2 teaspoon sunflower oil 1 tablespoon mint leaves (pudina) 1/2 teaspoon black salt (kala namak) 3 cloves garlic - finely chopped 1 tablespoon coriander (dhania) leaves 1/2 teaspoon cumin seeds (jeera) 1 pinch asafoetida (hing),Indian,https://www.archanaskitchen.com/tadka-raita-recipe-spiced-curd-with-onions,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/Carrot_Tadka_Raita_Video_recipe_2_1600.jpg
Tawa Paneer Masala Recipe,1/2 teaspoon ajwain (carom seeds) - roasted 1 cup homemade tomato puree salt - to taste 1 teaspoon red chilli powder 3 cups paneer (homemade cottage cheese) - cubes 1 teaspoon coriander powder (dhania) 1/2 teaspoon garam masala powder 2 teaspoon garlic - paste 1/2 cup onions - finely chopped sunflower oil - to cook 1 teaspoon green chillies - finely chopped 1/2 teaspoon ajwain (carom seeds) 1/4 teaspoon turmeric powder (haldi) 2 tablespoons fresh cream 1/2 teaspoon cumin seeds (jeera) 1 teaspoon kasuri methi (dried fenugreek leaves),North Indian Recipes,https://www.archanaskitchen.com/tawa-paneer-masala-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Karthika_Gopalakrishnan/Tawa_Paneer_Masala_recipe.jpg
Brahmi Chutney Recipe,curry leaves - a few 1 cup brahmi leaves salt - to taste 12 grams tamarind - (grape size) 1/2 cup fresh coconut - grated 1 teaspoon chana dal (bengal gram dal) 1-1/2 teaspoon white urad dal (split) 2 teaspoon coconut oil 4 - 6 dry red chillies 1 pinch asafoetida (hing),South Indian Recipes,https://www.archanaskitchen.com/brahmi-chutney-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Smitha-Kalluraya/BRAHMI_CHUTNEY_recipe.jpg
 Pineapple Cucumber Salad Recipe,2 cups pineapple - chop  1/4 tsp black pepper powder  2 tbsp coriander - chop  3 cucumber - chop  salt - as per taste  1/4 tsp lemon zest  1 tsp lemon juice,Indian,https://www.archanaskitchen.com/pineapple-cucumber-salad-recipe-with-lemon-dressing-in-hindi,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Sadafabbasi79-yahoo.com/Pineapple_cucumber_salad.jpg
Achari Paneer Mini Bread Bowl With Cheesy Twist Recipe,1/2 cup green bell pepper (capsicum) - chopped 1 tablespoon extra virgin olive oil 1/2 tablespoon red chilli powder 1/2 tablespoon achari masala 1/2 tablespoon coriander powder (dhania) 1/2 cup tomato - chopped 4 soup buns salt - to taste 1/2 tablespoon kasuri methi (dried fenugreek leaves) 2 green chillies - adjustable 1/2 cup paneer (homemade cottage cheese) 1 cup onions - chopped 1/4 tablespoon garam masala powder 1 tablespoon ginger garlic paste 1/2 cup mozzarella cheese 1/2 cup cheese spread,Indian,https://www.archanaskitchen.com/achaari-paneer-mini-bread-bowl-with-cheesy-twist-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Pirateofkitchen-gmail.com/Achaari_Paneer_Mini_Bread_Bowl_With_Cheesy_Twist.jpg
Raw Mango Cucumber Salad Recipe with Roasted Peanuts,1 mango (raw) - chopped 1/4 cup roasted peanuts (moongphali) 1/4 cup coriander (dhania) leaves - chopped salt - to taste 1 cucumber - chopped 1/4 cup mint leaves (pudina) - chopped 1 tablespoon sweet chutney (date & tamarind) 1/2 teaspoon paprika powder,Indian,https://www.archanaskitchen.com/raw-mango-cucumber-salad-recipe-with-roasted-peanuts,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/Raw_Mango_Cucumber_Salad_With_Peanuts-6.jpg
Authentic Nimki Recipe - Evening Tea Time Snack,2 cups all purpose flour (maida) sunflower oil - for deep frying 1/4 cup ghee - or oil 1 teaspoon ajwain (carom seeds) 2 tablespoons chaat masala powder 2 tablespoons ghee 1 teaspoon salt,North Indian Recipes,https://www.archanaskitchen.com/authentic-nimki-recipe-evening-tea-time-snack,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Tea_Time_Snacks/Mathri_Nimki_Recipe_The_Hub_Video_Archanas_Kitchen_Vegetarian-2.jpg
 Kaddu Simla Mirch Sabzi (Recipe In Hindi), 1/4 teaspoon fenugreek seeds  1 capsicum (green) - chopped  1 teaspoon turmeric powder   1 tablespoon jaggery  1 teaspoon cumin  2 tomatoes - chopped  1 green chili - finely chopped  1/2 teaspoon mustard  salt - as per taste 1 kg pumpkin  1 teaspoon oil  1 teaspoon sambar powder,North Indian Recipes,https://www.archanaskitchen.com/kaddu-simla-mirch-sabzi-recipe-in-hindi,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Vegetables_Dry/Kaddu_Simla_Mirch_Sabzi__Recipe_Pumpkin_Capsicum_Stir_Fry-1.jpg
Sweet Potato And Carrot Sabzi Recipe,1/2 teaspoon turmeric powder (haldi) 2 sweet potato - peeled and chopped into cubes 1 inch ginger - chopped 2 teaspoon garam masala powder 2 sprig coriander (dhania) leaves - chopped salt - to taste 1 teaspoon red chilli powder 1 onion - chopped 2 carrots (gajjar) - peeled and chopped into cubes 1 green chilli - slit 1 teaspoon fennel seeds (saunf) 4 cloves garlic - chopped sunflower oil 1 tomato - chopped,North Indian Recipes,https://www.archanaskitchen.com/sweet-potato-and-carrot-subzi-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Sweet_Potato_and_Carrot_Subzi_Recipe_.jpg
Potato Latkes Recipe,4 potatoes (aloo) salt - to taste extra virgin olive oil - for shallow frying 1 whole egg 1 onion - finely chopped 1 teaspoon whole black peppercorns - freshly ground 3 clove garlic - grated,Indian,https://www.archanaskitchen.com/potato-latkes-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Monika_Manchanda/Potato_Latkes_Recipe.jpg
High Protein Soya Dosa Recipe,1-1/4 cups white urad dal (whole) 1 cup soybeans (whole soya dal) ghee - for making the dosa water - as required 1 teaspoons methi seeds (fenugreek seeds) 1 teaspoon chana dal (bengal gram dal) 4 teaspoons salt 2 cups idli rice,South Indian Recipes,https://www.archanaskitchen.com/high-protein-soya-dosa-recipe,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/High_Protein_Soya_Dosa_Recipe_Video_5_1600.jpg
Cauliflower Moong Dal Recipe - Cauliflower Moong Dal Recipe, 1 tsp turmeric powder  1 onion - chopped  1 cabbage  1 tbsp oil  1 tsp garam masala powder  1 tbsp cumin powder  2 tomatoes  salt - as per taste 1 cup yellow moong dal - split  1 tsp ginger - tighten  3 green chillies  2 tbsp coriander,Indian,https://www.archanaskitchen.com/cauliflower-moong-dal-recipe-in-hindi,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/MyYellowApron/Cauliflower_Moong_Dal_recipe_edited.jpg
Mustard Egg Curry Recipe,salt - to taste 1-1/2 tablespoon mustard seeds - + 1 teaspoon extra 4 green chillies 1 onion 1/4 cup fresh coconut - grated 4 whole eggs - boiled 200 grams coconut milk sugar - a pinch 1 teaspoon turmeric powder (haldi) 1 teaspoon panch phoran masala sunflower oil - as required,Indian,https://www.archanaskitchen.com/mustard-egg-curry-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Madhuri_Aggarwal/Mustard_Egg_Curry.jpg
Mixed Vegetable Jalfrezi Recipe,salt - as required 1 cup green peas (matar) 1 teaspoon ginger garlic paste 1 teaspoon cumin seeds (jeera) 1 green bell pepper (capsicum) - chopped 1 teaspoon coriander powder (dhania) 1 tablespoon kasuri methi (dried fenugreek leaves) 1/2 teaspoon garam masala powder 1 cup green beans (french beans) - chopped 1/2 teaspoon red chilli powder 2 tomatoes 1 onion 1/2 teaspoon sugar 1/2 cup sweet corn coriander (dhania) leaves - for garnishing 1/4 teaspoon turmeric powder (haldi) 1 cup carrot (gajjar) - diced vetically 2 teaspoon sunflower oil,North Indian Recipes,https://www.archanaskitchen.com/mixed-vegetable-jalfrezi-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/swathynandhini/vegetable_jalfrezi_recipe-6.jpg
Masala Soda Shikanji Recipe - Masala Soda Shikanji Recipe, 2 lemon - extract the juice 3 cups sprite - or any lemon soda  black salt or rock salt - as per taste  peppermint - little  2 green chillies - cut  10 ice  1 tsp chaat masala powder  3 lemon - wedges  1/2 tsp cumin powder,Indian,https://www.archanaskitchen.com/masala-soda-shikanji-recipe-in-hindi,https://www.archanaskitchen.com/images/archanaskitchen/World_Beverages/Masala_Soda_Shikanji_Recipe-1.jpg
Mung Pani Recipe - Whole Green Mung Soup,1/2 cup green moong dal (whole) - soaked for 4 hours salt - to taste 1/4 teaspoon cumin seeds (jeera) 1 teaspoon ghee 1/2 teaspoon black pepper powder 1/4 teaspoon asafoetida (hing) 1/2 teaspoon lemon juice,Indian,https://www.archanaskitchen.com/mung-pani-recipe-whole-green-mung-soup,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Beverages/mug_nu_pani_green_moong_dal_soup_home_remedy_recipe-1_1600.jpg
Spinach Mushroom Chickpea Curry Recipe,200 grams button mushrooms - sliced 1/2 teaspoon turmeric powder (haldi) 2 sprig coriander (dhania) leaves - finely chopped 1 teaspoon cumin powder (jeera) 1 teaspoon garam masala powder salt - to taste 2 sprig mint leaves (pudina) - finely chopped 1/2 cup kabuli chana (white chickpeas) - soaked for 8 hours 4 cloves garlic - finely chopped 1 tablespoon sunflower oil 2 fresh red chillies - finely chopped or green chillies 1/2 cup homemade tomato puree 1 inch ginger - finely chopped 2 onions - thinly sliced 1/2 cup coconut milk 2 cups spinach leaves (palak) - washed and finely chopped,Indian,https://www.archanaskitchen.com/spinach-mushroom-chickpea-curry-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sneha-archanaskitchen.com/Spinach_Mushroom_Chickpea_Curry_Recipe__1600.jpg
Traditional Mathri Recipe - North Indian Savoury Cracker Recipe,sunflower oil - for deep frying 1 cup vivatta maida salt - to taste 1 teaspoon whole black peppercorns - coarsely pounded water - to knead 1 teaspoon ajwain (carom seeds) 2-1/2 tablespoons ghee,North Indian Recipes,https://www.archanaskitchen.com/mathri-north-indian-savoury-snack-recipe,https://www.archanaskitchen.com/images/archanaskitchen/10-Brands/Vivatta/Traditional_Matri_Recipe_Vivatta-2.jpg
Traditional Whole Gobi Musallam Recipe,2 teaspoons kasuri methi (dried fenugreek leaves) 1/2 teaspoon turmeric powder (haldi) 1 teaspoon cumin powder (jeera) 1 teaspoon garam masala powder 1 teaspoon coriander powder (dhania) 1 teaspoon red chilli powder 1 onion - chopped salt - as needed water - as needed 10 cashew nuts 1/2 inch ginger - chopped 2 tomatoes - chopped 1 cauliflower (gobi) - whole 4 cloves garlic - chopped coriander (dhania) leaves - for garnishing,North Indian Recipes,https://www.archanaskitchen.com/traditional-whole-gobhi-musallam-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/firsttimercook/Gobi_Musallam__Cauliflower_Musallam.jpg
Kothavarangai Paruppu Usili Recipe - Gawar Phali Dal Sabzi,1 teaspoon white urad dal (split) 4 dry red chillies 1/2 teaspoon turmeric powder (haldi) 2 sprig curry leaves 2 tablespoon sesame (gingelly) oil 1 teaspoon mustard seeds 1/4 teaspoon asafoetida (hing) salt - a pinch for pressure cooking 1/4 teaspoon turmeric powder (haldi) - for pressure cooking 1/2 cup arhar dal (split toor dal) 300 grams gawar phali (kothavarangai / cluster beans) - finely chopped,South Indian Recipes,https://www.archanaskitchen.com/kothavarangai-paruppu-usili-recipe-gawar-phali-and-toor-dal-sabzi,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/ramsarun11-gmail.com/_Kothavarangai_Parupu_Usili_Recipe_1600.jpg
Nutty Aloo Paratha Recipe,1/2 teaspoon cumin powder (jeera) 1 teaspoon red chilli powder - or 2 chopped green chillies 1/2 cup paneer (homemade cottage cheese) - crumbled/grated salt - to taste 3 potatoes (aloo) - boiled and mashed 1 cup spinach leaves (palak) - pureed 1/2 teaspoon garam masala powder water - as required to make pliable dough 1 tablespoon raisins 1 cup whole wheat flour 1-1/2 tablespoon mixed nuts - chopped 1 tablespoon coriander (dhania) leaves ghee - to smear,North Indian Recipes,https://www.archanaskitchen.com/nutty-aloo-paratha-recipe,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/6-march/Nutty_Aloo_Stuffed_Palak_Paratha_Recipe-1.jpg
Paneer Stuffed Mushroom Masala Recipe,water - as required 1 teaspoon cumin powder (jeera) 1 sprig coriander (dhania) leaves - finely chopped to garnish 400 grams button mushrooms - washed and cleaned 1/4 teaspoon turmeric powder (haldi) 1 teaspoon whole black peppercorns 100 grams paneer (homemade cottage cheese) - crumbled salt - to taste 1 teaspoon garam masala powder 1/2 cup milk 1 inch cinnamon stick 1 inch ginger - finely chopped 4 dry red chillies 1 cup homemade tomato puree 6 cloves garlic - finely chopped 1 tablespoon sunflower oil 2 cloves (laung) 1/3 cup onions - finely chopped 1 teaspoon cumin seeds (jeera) 1 cardamom (elaichi) pods/seeds 1 teaspoon coriander seeds 1 star anise 1 teaspoon black pepper powder 2 sprig mint leaves (pudina) - finely chopped,North Indian Recipes,https://www.archanaskitchen.com/paneer-stuffed-mushroom-masala-recipe,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Breakfast_Tiffins/Paneer_Stuffed_Mushrooms_in_Makhani_Gravy_1_1600.jpg
Kasuri Malai Murgh Recipe,1-1/2 teaspoons red chilli powder 1/4 cup cashew nuts - paste 1 teaspoon ajwain (carom seeds) 2 tablespoons coriander powder (dhania) 2 black cardamom (badi elaichi) 1/2 cup curd (dahi / yogurt) sunflower oil - as required 4 green chillies 1/2 cup fresh cream salt - as required 2 tablespoons kasuri methi (dried fenugreek leaves) 1/2 teaspoon mace (javitri) 1/4 cup melon seeds - paste 4 onions - finely chopped 4 cardamom (elaichi) pods/seeds 1 pinch turmeric powder (haldi) 7 cloves garlic - finely chopped 2 bay leaf (tej patta) 1 inch cinnamon stick (dalchini) 1 kg chicken - cut into medium pieces 1-1/2 inch ginger - grated 1 teaspoon whole black peppercorns - freshly ground 4 cloves (laung),North Indian Recipes,https://www.archanaskitchen.com/kasuri-malai-murgh-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Shaheen_Ali/KASURI_MALAI_MURGH.jpg
 Spiced Rajma Pulao Recipe, 1 teaspoon black pepper powder  2 cloves garlic - finely chopped  1 tablespoon ghee  1 bay leaf  1/4 cup kidney beans  2 cardamom  2 long  salt - as per taste 1 cup rice  1 inch lentil sugar,Indian,https://www.archanaskitchen.com/spiced-rajma-pulao-recipe-spiced-kidney-bean-rice-in-hindi,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Rice/Spiced_Rajma_Pulao_Recipe_Spiced_Kidney_Bean_Rice-1_1600.jpg
Dahi Bhindi Recipe - Okra in Yogurt Curry with Caramelized Onions,1 cup curd (dahi / yogurt) 1/2 teaspoon turmeric powder (haldi) sunflower oil - for cooking 1 teaspoon garam masala powder salt - to taste 1 tablespoon caramelized onions 1 inch ginger - grated 1 teaspoon cumin seeds (jeera) 1 onion - finely chopped 200 grams bhindi (lady finger/okra) - cut into 1 inch pieces coriander (dhania) leaves - a small bunch finely chopped 2 tablespoons gram flour (besan) 2 dry red chillies 2 tablespoons ghee 1/2 teaspoon red chilli powder,North Indian Recipes,https://www.archanaskitchen.com/dahi-bhindi-recipe-okra-in-yogurt-curry-with-caramelized-onions,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Vegetables_Gravy/Dahi_Bhindi_Sabzi_Okra_Yogurt_Curry_Recipe-2.jpg
Mixed Vegetable Pulao Recipe,1 carrots (gajjar) - diced small 1 inch cinnamon stick (dalchini) salt - to taste 2 cardamom (elaichi) pods/seeds 2 green chillies - slit 2 cloves garlic - grated 2 cups cauliflower (gobi) - florets 1 mint leaves (pudina) - small bunch 10 green beans (french beans) - diced small 2 cloves (laung) 2 tablespoons ghee 1 bay leaf (tej patta) 1 cup brown rice,Indian,https://www.archanaskitchen.com/mixed-vegetable-pulao-pilaf-recipe,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Rice/Mixed_Vegetable_Pulav_Recipe-3.jpg
Potato Puff Pastry Recipe,salt - as required 2 cups all purpose flour (maida) 2 sprig coriander (dhania) leaves - finely chopped 2 teaspoon white vinegar - or lemon juice 1/2 cup paneer (homemade cottage cheese) - small cubes 2 green chillies - crushed 1 teaspoon red chilli powder 1/2 teaspoon garam masala powder 1 onion - finely chopped 1/4 cup chilled water 1 teaspoon coriander (dhania) seeds - crushed 1 teaspoon ginger - grated 1 teaspoon sunflower oil 2 tablespoons all purpose flour (maida) - for dusting 2 potatoes (aloo) - boiled 1/2 teaspoon cumin seeds (jeera) 1 teaspoon chaat masala powder 250 grams butter (unsalted),North Indian Recipes,https://www.archanaskitchen.com/potato-puff-pastry-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Roop/Potato_Puffs_Pastry.jpg
Honey Glazed Corn Fritters Recipe,1 cup potato (aloo) - boiled and mashed sunflower oil - for deep frying 1/4 cup whole wheat bread crumbs salt - to taste 2 green chillies - finely chopped 1 teaspoon soy sauce 1/2 cup all purpose flour (maida) 1 teaspoon ginger - grated 1-1/2 cup sweet corn - boiled and mashed coarsely 3 teaspoon sweet corn - boiled 2 teaspoon roasted tomato pasta sauce spring onion (bulb & greens) - as required 1 inch ginger - finely chopped 4 teaspoon honey - (adjust) 2 teaspoon green chilli sauce,Indian,https://www.archanaskitchen.com/honey-glazed-corn-fritters-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Divya/Honey_glazed_corn_fritters.jpg
Beetroot Loni Sponge Dosa Recipe,3 cups buttermilk - sour 1/2 tablespoon green chilli paste 1/4 cup butter - loni (white butter) 1/4 cup poha (flattened rice) - (thick variety) 1 teaspoon cooking soda 5 to 7 curry leaves salt - as per taste 2 cups rice - parboiled 1 beetroot - peeled 2 cups idli dosa batter sesame (gingelly) oil - as required,North Indian Recipes,https://www.archanaskitchen.com/beetroot-loni-sponge-dosa-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Megha_Joshi/How_to_make_Beetroot_Loni_Sponge_Dosa_with_Potato_PalyaBhaji_and_Coconut_Chutney.jpg
Baked Vegetable Seekh Kebab Recipe,1 carrot (gajjar) - finely chopped 1-1/2 inch ginger - finely chopped salt - to taste lemon wedges - for garnish onion - chopped for garnish 2 tablespoons cashew nuts - powdered 1/2 tablespoon whole black peppercorns - crushed 1/2 tablespoon cumin seeds (jeera) 3 tablespoon whole wheat bread crumbs 1-1/2 tablespoon gram flour (besan) 1/4 tablespoon cardamom (elaichi) pods/seeds - powdered 1/4 teaspoon turmeric powder (haldi) 1 teaspoon sunflower oil 1/4 cup cabbage (patta gobi/ muttaikose) - finely chopped 1/4 cup green peas (matar) 2 potatoes (aloo) - boiled 6-8 green beans (french beans) - finely sliced 3 green chillies - finely chopped,Indian,https://www.archanaskitchen.com/vegetarian-seekh-kabab-recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Pooja_Thakur/veg_Seekh_Kabab.jpg
